id_station,name,geometry,mode,opening
3127,Toledo,POINT(14.248853874946832 40.842478709925416),0.0,2012.0
3104,Medaglie d'Oro,POINT(14.23080532763717 40.85055897349491),0.0,1993.0
3107,Vanvitelli,POINT(14.231752683795833 40.84388400226359),0.0,1993.0
3115,Policlinico,POINT(14.221585997252703 40.86513017298475),0.0,1993.0
3113,Montedonzelli,POINT(14.224228849060836 40.85589370079538),0.0,1993.0
3112,Colli Aminei,POINT(14.228627176477545 40.869779109468084),0.0,1993.0
3114,Rione Alto,POINT(14.220467697113179 40.861179856848736),0.0,1993.0
3116,Frullone,POINT(14.231109436475094 40.88045998383342),0.0,1995.0
3117,Chiaiano,POINT(14.223554899124252 40.89073322616858),0.0,1995.0
3118,Piscinola,POINT(14.240055577820954 40.892806644341135),0.0,1995.0
3119,Quattro Giornate,POINT(14.225060278938344 40.84557329802658),0.0,2001.0
3120,Salvator Rosa,POINT(14.236444809576824 40.8508879197837),0.0,2001.0
3121,Materdei,POINT(14.24323838700721 40.85571101882766),0.0,2001.0
3122,Museo,POINT(14.25210779877034 40.8538292876664),0.0,2001.0
3123,Dante,POINT(14.25023265560705 40.848952343996984),0.0,2002.0
3124,Garibaldi,POINT(14.27000312507326 40.85189296288473),0.0,2013.0
3125,Università,POINT(14.255561633930597 40.8436035471197),0.0,2011.0
3131,Lala,POINT(14.204778847350951 40.826775323265224),0.0,2007.0
3129,Mostra,POINT(14.19367479283664 40.824458265160615),0.0,2007.0
3126,Municipio,POINT(14.252705966753723 40.83960721896014),0.0,2015.0
3128,Duomo,POINT(14.261667796929515 40.847625747050415),0.0,2019.0
3132,Mergellina,POINT(14.219023056960992 40.830750524364674),0.0,2007.0
3130,Augusto,POINT(14.198352985136125 40.826039656715665),0.0,2007.0
3134,San Pasquale,POINT(14.234571659105399 40.83347103950996),0.0,2023.0
3136,Municipio,POINT(14.252786849295376 40.83932484745927),0.0,2024.0
35940,Napoli Porta Nolana,POINT(14.269580362705597 40.84935052504645),0.0,1891.0
35070,Corso Vittorio Emanuele,POINT(14.220278757746115 40.835959369621634),0.0,1889.0
35071,Fuorigrotta,POINT(14.20222667059437 40.828066733214825),0.0,1889.0
35072,Mostra,POINT(14.193324012698724 40.82453737399277),0.0,1889.0
35073,Zoo-Edenlandia,POINT(14.183583855598613 40.820309002799235),0.0,1889.0
35074,Agnano,POINT(14.176377283238878 40.81769827361802),0.0,1889.0
35075,Bagnoli,POINT(14.166850258417469 40.81505429368451),0.0,1889.0
35076,Dazio,POINT(14.15994960570103 40.81728511948279),0.0,1889.0
35077,Gerolomini,POINT(14.135426160533285 40.82048971023448),0.0,1889.0
35078,Cappuccini,POINT(14.12596866578727 40.82220130169688),0.0,1889.0
35079,Pozzuoli,POINT(14.12152857645998 40.8248820220484),0.0,1889.0
35080,Piave,POINT(14.206615521116987 40.842900319085686),0.0,1962.0
35081,Soccavo,POINT(14.200356479895703 40.84396071028081),0.0,1962.0
35082,Traiano,POINT(14.194120167722502 40.84504068742174),0.0,1965.0
35085,Parco San Paolo,POINT(14.188630413679533 40.83565626813294),0.0,
35087,Terracina,POINT(14.18583686930964 40.83010708112789),0.0,
35083,Pianura,POINT(14.162508247969953 40.855992661818675),0.0,1965.0
35084,La Trencia,POINT(14.17192343103875 40.854023922090505),0.0,1965.0
3135,Chiaia - Monte di Dio,POINT(14.245047488494208 40.835491498541614),0.0,2024.0
3133,Arco Mirelli,POINT(14.22633296950329 40.83252555274649),0.0,2023.0
35044,Mugnano,POINT(14.21816534164816 40.91340460795212),0.0,2005.0
35045,Piscinola Scampia,POINT(14.240106175778493 40.89295101155503),0.0,2005.0
35046,Melito,POINT(14.217893415176263 40.92119697943099),0.0,2024.0
35047,Giugliano,POINT(14.217523338829977 40.92793817433278),0.0,2009.0
35048,Aversa Ippodromo,POINT(14.210643415199598 40.96088374181912),0.0,2009.0
35043,Aversa Centro,POINT(14.213521454666193 40.973436451017676),0.0,2009.0
35050,Montesanto,POINT(14.24388974072292 40.847538633920124),0.0,1925.0
35051,Piazza Amedeo,POINT(14.233400236135282 40.83833665536548),0.0,1925.0
35049,Piazza Cavour,POINT(14.254586054201468 40.85479712124558),0.0,1925.0
35052,Mergellina,POINT(14.218719256458968 40.83154096858729),0.0,1925.0
35053,Piazza Leopardi,POINT(14.199641428841744 40.823998054127884),0.0,1927.0
35055,Campi Flegrei,POINT(14.194589633035605 40.8222565307581),0.0,1925.0
35057,Pozzuoli Solfatara,POINT(14.125733285608533 40.827808985246236),0.0,1925.0
35058,Garibaldi,POINT(14.27040091311207 40.85235942249966),0.0,1925.0
35059,Gianturco,POINT(14.288288166369938 40.85386156805197),0.0,1927.0
35060,San Giovanni-Barra,POINT(14.30540906113788 40.83303810401446),0.0,2014.0
35061,Centro Direzionale,POINT(14.28216877433374 40.85827788719996),0.0,2025.0
35054,Cavalleggeri Aosta,POINT(14.187592680976906 40.819899441663665),0.0,1961.0
35056,Bagnoli-Agnano Terme,POINT(14.16670854102668 40.819420195671995),0.0,1926.0
35093,Fusaro,POINT(14.061663882103602 40.818561168533705),0.0,1890.0
35092,Lucrino,POINT(14.083447551214476 40.82921267018074),0.0,1890.0
35091,Arco Felice,POINT(14.101521874399822 40.83283567195909),0.0,1890.0
35089,Torregaveta,POINT(14.045526550656632 40.81175013508525),0.0,1890.0
35096,Quarto,POINT(14.136186874498435 40.880239892061525),0.0,1965.0
35097,Quarto Officina,POINT(14.125990510985076 40.87913759536053),0.0,1965.0
35095,Quarto Centro,POINT(14.144873211999851 40.88015730758033),0.0,1965.0
35094,Pisani,POINT(14.143572010794486 40.86528349497283),0.0,1965.0
35098,Grotta del Sole,POINT(14.094717440102926 40.87849213023554),0.0,1982.0
35099,Licola,POINT(14.058902392453092 40.871518612500466),0.0,1968.0
35067,Regina Margherita,POINT(14.260648124971794 40.88854093958449),0.0,2025.0
35066,Secondigliano,POINT(14.26567539680525 40.88601751226122),0.0,2025.0
35065,Di Vittorio,POINT(14.274254931292091 40.88081138471256),0.0,2027.0
35064,Capodichino Aeroporto,POINT(14.285017038232326 40.8755220289253),0.0,2026.0
35941,Napoli Garibaldi,POINT(14.273474449474207 40.850949577604894),0.0,1925.0
35942,Via Gianturco,POINT(14.287206164913101 40.84605183459479),0.0,1925.0
