id_station,name,geometry,mode,opening
12464,Rives du Lez,POINT(3.8940022 43.603993),0.0,0.0
12514,Hôpital Lapeyronie,POINT(3.8525865 43.6316941),0.0,2000.0
12511,Hôpital Lapeyronie,POINT(3.8525608 43.6316751),0.0,2000.0
12515,Occitanie,POINT(3.8483979 43.6347952),0.0,2000.0
12516,Château d'Ô,POINT(3.8430532 43.6316074),0.0,2000.0
12513,Malbosc,POINT(3.8332043 43.6346401),0.0,2000.0
12517,Euromédecine,POINT(3.8276286 43.6389849),0.0,2000.0
12512,Euromédecine,POINT(3.8277875 43.6390018),0.0,2000.0
12525,Saint-Paul,POINT(3.8212168 43.6306579),0.0,2000.0
12532,Jules Guesde,POINT(3.8466375 43.6114471),0.0,2012.0
12526,Halles de la Paillade,POINT(3.817535 43.627657),0.0,2000.0
12519,Boutonnet,POINT(3.868106 43.6226771),0.0,2000.0
12520,Saint-Éloi,POINT(3.8656488 43.6270831),0.0,2000.0
12521,Stade Philippidès,POINT(3.8695186 43.6190802),0.0,2000.0
12527,Stade de la Mosson,POINT(3.8173578 43.6211235),0.0,2000.0
12522,Universités des Sciences et Lettres,POINT(3.8614592 43.6291152),0.0,2000.0
12518,Hauts de Massane,POINT(3.8226703 43.6362734),0.0,2000.0
12529,Mosson,POINT(3.8198414 43.6162888),0.0,2000.0
12523,Saint-Paul,POINT(3.8210035 43.6306938),0.0,2000.0
12558,Notre-Dame de Sablassou,POINT(3.9221379 43.6342103),0.0,2006.0
12524,Halles de la Paillade,POINT(3.8174933 43.6275357),0.0,2000.0
12528,Stade de la Mosson,POINT(3.8174028 43.6213447),0.0,2000.0
12533,Hôtel du Département,POINT(3.8349511 43.6219189),0.0,2012.0
12531,Celleneuve,POINT(3.8258568 43.6154832),0.0,2012.0
12536,Astruc,POINT(3.8548 43.610261),0.0,2012.0
12534,Pergola,POINT(3.8391413 43.6182507),0.0,2012.0
12535,Pilory,POINT(3.8319619 43.6195151),0.0,2012.0
12541,Mosson,POINT(3.8196447 43.6161429),0.0,0.0
12542,Pergola,POINT(3.8397593 43.6174105),0.0,2012.0
12537,Plan Cabanes,POINT(3.8681304 43.6085626),0.0,2012.0
12568,Georges Pompidou,POINT(3.9210503 43.6492406),0.0,2006.0
12540,Mosson,POINT(3.8196588 43.6163397),0.0,0.0
12530,Mosson,POINT(3.8197842 43.6161829),0.0,2000.0
12538,Arceaux,POINT(3.8615025 43.6100217),0.0,2012.0
12544,Jules Guesde,POINT(3.8467949 43.6113243),0.0,2012.0
12539,Tonnelles,POINT(3.8395235 43.6135181),0.0,2012.0
12552,Saint-Lazare,POINT(3.8887704 43.6267745),0.0,2006.0
12547,Hôtel du Département,POINT(3.8351279 43.6220087),0.0,2012.0
12548,Pilory,POINT(3.8321502 43.6195923),0.0,2012.0
12546,Plan Cabanes,POINT(3.8681087 43.6085373),0.0,2012.0
12553,Charles de Gaulle,POINT(3.8976846 43.6285691),0.0,2006.0
12550,Arceaux,POINT(3.8624768 43.609864),0.0,2012.0
12549,Celleneuve,POINT(3.8259015 43.6156769),0.0,2012.0
