source,target,mode,line_id,year
28304,28305,0,3488,2019.0
28305,28304,0,3488,2019.0
28305,28306,0,3488,2019.0
28306,28305,0,3488,2019.0
28306,28307,0,3488,2019.0
28307,28306,0,3488,2019.0
28307,28308,0,3488,2019.0
28308,28307,0,3488,2019.0
28308,28309,0,3488,2019.0
28309,28308,0,3488,2019.0
28309,28310,0,3488,2019.0
28310,28309,0,3488,2019.0
28310,28311,0,3488,2019.0
28311,28310,0,3488,2019.0
28311,28312,0,3488,2019.0
28312,28311,0,3488,2019.0
28312,28313,0,3488,2019.0
28313,28312,0,3488,2019.0
28313,28329,0,3488,2019.0
28329,28313,0,3488,2019.0
28329,28330,0,3488,2019.0
28330,28329,0,3488,2019.0
28330,28331,0,3488,2019.0
28331,28330,0,3488,2019.0
28331,28332,0,3488,2019.0
28332,28331,0,3488,2019.0
28332,28334,0,3488,2019.0
28334,28332,0,3488,2020.0
28334,28335,0,3488,2020.0
28335,28334,0,3488,2019.0
28335,28336,0,3488,2019.0
28336,28335,0,3488,2019.0
28336,28337,0,3488,2019.0
28337,28336,0,3488,2019.0
28289,28290,0,3489,2019.0
28290,28289,0,3489,2019.0
28290,28291,0,3489,2019.0
28291,28290,0,3489,2019.0
28291,28292,0,3489,2019.0
28292,28291,0,3489,2019.0
28292,28293,0,3489,2019.0
28293,28292,0,3489,2019.0
28293,28294,0,3489,2019.0
28294,28293,0,3489,2019.0
28294,28295,0,3489,2019.0
28295,28294,0,3489,2019.0
28295,28296,0,3489,2019.0
28296,28295,0,3489,2019.0
28296,28297,0,3489,2019.0
28297,28296,0,3489,2019.0
28297,28298,0,3489,2019.0
28298,28297,0,3489,2019.0
28298,28299,0,3489,2019.0
28299,28298,0,3489,2019.0
28282,28283,0,3490,2019.0
28283,28282,0,3490,2019.0
28283,28284,0,3490,2019.0
28284,28283,0,3490,2019.0
28284,28285,0,3490,2019.0
28285,28284,0,3490,2019.0
28285,28286,0,3490,2019.0
28286,28285,0,3490,2019.0
28286,28287,0,3490,2019.0
28287,28286,0,3490,2019.0
28287,28288,0,3490,2019.0
28288,28287,0,3490,2019.0
28288,28314,0,3490,2019.0
28314,28288,0,3490,2019.0
28314,28315,0,3490,2019.0
28315,28314,0,3490,2019.0
28315,28316,0,3490,2019.0
28316,28315,0,3490,2019.0
28316,28317,0,3490,2019.0
28317,28316,0,3490,2019.0
28339,28340,0,3491,2019.0
28340,28339,0,3491,2019.0
28340,28348,0,3491,2019.0
28348,28340,0,3491,2019.0
28348,28349,0,3491,2019.0
28349,28348,0,3491,2019.0
28349,28350,0,3491,2019.0
28350,28349,0,3491,2019.0
28350,28351,0,3491,2019.0
28351,28350,0,3491,2019.0
28351,28352,0,3491,2019.0
28352,28351,0,3491,2019.0
28338,28339,0,3492,2021.0
28339,28338,0,3492,2019.0
28339,28340,0,3492,2019.0
28340,28339,0,3492,2019.0
28340,28341,0,3492,2019.0
28341,28340,0,3492,2021.0
28341,28342,0,3492,2021.0
28342,28341,0,3492,2021.0
28342,28343,0,3492,2021.0
28343,28342,0,3492,2021.0
28343,28344,0,3492,2021.0
28344,28343,0,3492,2021.0
28344,28345,0,3492,2021.0
28345,28344,0,3492,2021.0
28345,28346,0,3492,2021.0
28346,28345,0,3492,2021.0
28346,28347,0,3492,2021.0
28347,28346,0,3492,2021.0
28347,28348,0,3492,2021.0
28348,28347,0,3492,2019.0
28348,28349,0,3492,2019.0
28349,28348,0,3492,2019.0
28850,28851,0,3493,2022.0
28851,28850,0,3493,2022.0
28851,28852,0,3493,2022.0
28852,28851,0,3493,2022.0
28852,28853,0,3493,2022.0
28853,28852,0,3493,2022.0
28853,28854,0,3493,2022.0
28854,28853,0,3493,2022.0
28854,28856,0,3493,2022.0
28856,28854,0,3493,2022.0
28353,28354,0,3497,2019.0
28354,28353,0,3497,2019.0
28354,28355,0,3497,2019.0
28355,28354,0,3497,2019.0
28355,28356,0,3497,2019.0
28356,28355,0,3497,2019.0
28356,28357,0,3497,2019.0
28357,28356,0,3497,2019.0
28357,28358,0,3497,2019.0
28358,28357,0,3497,2019.0
28358,28359,0,3497,2019.0
28359,28358,0,3497,2019.0
