source,target,mode,line_id,year
8938,8945,0,477,1896.0
8945,8938,0,477,1896.0
8945,8950,0,477,1896.0
8950,8945,0,477,1896.0
8950,8951,0,477,1896.0
8951,8950,0,477,1896.0
8938,8945,0,793,1896.0
8945,8938,0,793,1896.0
8945,8950,0,793,1896.0
8950,8945,0,793,1896.0
8950,8951,0,793,1896.0
8951,8950,0,793,1896.0
16266,16268,0,1586,0.0
16268,16266,0,1586,0.0
16268,16269,0,1586,0.0
16269,16268,0,1586,0.0
16269,16272,0,1586,0.0
16272,16269,0,1586,0.0
16272,16273,0,1586,0.0
16273,16272,0,1586,0.0
16273,16277,0,1586,0.0
16277,16273,0,1586,0.0
16277,16279,0,1586,0.0
16279,16277,0,1586,0.0
16281,16282,0,1587,0.0
16282,16281,0,1587,0.0
16282,16284,0,1587,0.0
16284,16282,0,1587,0.0
16284,16286,0,1587,0.0
16286,16284,0,1587,0.0
16286,16290,0,1587,0.0
16290,16286,0,1587,0.0
16278,16295,0,1588,0.0
16295,16278,0,1588,0.0
16295,16297,0,1588,0.0
16297,16295,0,1588,0.0
16297,16453,0,1588,0.0
16453,16297,0,1588,0.0
16278,16288,0,1589,0.0
16288,16278,0,1589,0.0
16288,16299,0,1589,0.0
16299,16288,0,1589,0.0
16299,16301,0,1589,0.0
16301,16299,0,1589,0.0
16301,16303,0,1589,0.0
16303,16301,0,1589,0.0
16303,16304,0,1589,0.0
16304,16303,0,1589,0.0
16304,16307,0,1589,0.0
16307,16304,0,1589,0.0
16307,16451,0,1589,0.0
16451,16307,0,1589,0.0
16451,16453,0,1589,0.0
16453,16451,0,1589,0.0
16265,16281,0,1591,0.0
16281,16265,0,1591,0.0
16281,16310,0,1591,0.0
16310,16281,0,1591,0.0
16310,16312,0,1591,0.0
16312,16310,0,1591,0.0
16312,16313,0,1591,0.0
16313,16312,0,1591,0.0
16313,16322,0,1591,0.0
16322,16313,0,1591,0.0
16322,16323,0,1591,0.0
16323,16322,0,1591,0.0
16323,16403,0,1591,0.0
16403,16323,0,1591,0.0
16403,16405,0,1591,0.0
16405,16403,0,1591,0.0
16405,16407,0,1591,0.0
16407,16405,0,1591,0.0
16407,16410,0,1591,0.0
16410,16407,0,1591,0.0
16410,16411,0,1591,0.0
16411,16410,0,1591,0.0
16411,16413,0,1591,0.0
16413,16411,0,1591,0.0
16413,16419,0,1591,0.0
16419,16413,0,1591,0.0
16419,16421,0,1591,0.0
16421,16419,0,1591,0.0
16421,16423,0,1591,0.0
16423,16421,0,1591,0.0
16423,16443,0,1591,0.0
16443,16423,0,1591,0.0
16327,16332,0,1592,0.0
16332,16327,0,1592,0.0
16332,16333,0,1592,0.0
16333,16332,0,1592,0.0
16333,16334,0,1592,0.0
16334,16333,0,1592,0.0
16334,16335,0,1592,0.0
16335,16334,0,1592,0.0
16335,16336,0,1592,0.0
16336,16335,0,1592,0.0
16336,16337,0,1592,0.0
16337,16336,0,1592,0.0
16337,16338,0,1592,0.0
16338,16337,0,1592,0.0
16432,16433,0,1593,0.0
16433,16432,0,1593,0.0
16433,16441,0,1593,0.0
16441,16433,0,1593,0.0
16425,16426,0,1598,0.0
16426,16425,0,1598,0.0
16426,16430,0,1598,0.0
16430,16426,0,1598,0.0
16328,16433,0,1599,0.0
16433,16328,0,1599,0.0
16328,16433,0,1600,0.0
16433,16328,0,1600,0.0
16435,16436,0,1601,0.0
16436,16435,0,1601,0.0
16436,16437,0,1601,0.0
16437,16436,0,1601,0.0
16437,16438,0,1601,0.0
16438,16437,0,1601,0.0
16438,16439,0,1601,0.0
16439,16438,0,1601,0.0
16439,16440,0,1601,0.0
16440,16439,0,1601,0.0
16328,16441,0,1602,0.0
16441,16328,0,1602,0.0
16327,16488,0,1607,0.0
16488,16327,0,1607,0.0
16488,16493,0,1607,0.0
16493,16488,0,1607,0.0
16493,16494,0,1607,0.0
16494,16493,0,1607,0.0
16494,16495,0,1607,0.0
16495,16494,0,1607,0.0
16495,16496,0,1607,0.0
16496,16495,0,1607,0.0
