source,target,mode,line_id,year
12333,12335,0,1190,2006.0
12335,12333,0,1190,2006.0
12335,12336,0,1190,2006.0
12336,12335,0,1190,2006.0
12336,12337,0,1190,2006.0
12337,12336,0,1190,2006.0
12337,12338,0,1190,2006.0
12338,12337,0,1190,2006.0
12338,12339,0,1190,2006.0
12339,12338,0,1190,2006.0
12339,12340,0,1190,2006.0
12340,12339,0,1190,2006.0
12340,12341,0,1190,2006.0
12341,12340,0,1190,2006.0
12341,12343,0,1190,2006.0
12343,12341,0,1190,2006.0
12343,12344,0,1190,2006.0
12344,12343,0,1190,2006.0
12344,12349,0,1190,2006.0
12349,12344,0,1190,2006.0
12349,12350,0,1190,2006.0
12350,12349,0,1190,2006.0
12350,12351,0,1190,2006.0
12351,12350,0,1190,2006.0
12351,12352,0,1190,2006.0
12352,12351,0,1190,2006.0
12352,12353,0,1190,2006.0
12353,12352,0,1190,2006.0
12353,12354,0,1190,2006.0
12354,12353,0,1190,2006.0
12354,12355,0,1190,2006.0
12355,12354,0,1190,2006.0
12355,12356,0,1190,2006.0
12356,12355,0,1190,2006.0
12356,12357,0,1190,2006.0
12357,12356,0,1190,2006.0
12357,12358,0,1190,2006.0
12358,12357,0,1190,2006.0
12358,12359,0,1190,2006.0
12359,12358,0,1190,2006.0
12359,12360,0,1190,2006.0
12360,12359,0,1190,2006.0
12360,12361,0,1190,2006.0
12361,12360,0,1190,2006.0
12307,12308,0,1191,2006.0
12308,12307,0,1191,2006.0
12308,12309,0,1191,2006.0
12309,12308,0,1191,2006.0
12309,12310,0,1191,2006.0
12310,12309,0,1191,2006.0
12310,12311,0,1191,2006.0
12311,12310,0,1191,2006.0
12311,12312,0,1191,2006.0
12312,12311,0,1191,2006.0
12312,12313,0,1191,2006.0
12313,12312,0,1191,2006.0
12313,12314,0,1191,2006.0
12314,12313,0,1191,2006.0
12314,12315,0,1191,2006.0
12315,12314,0,1191,2006.0
12315,12316,0,1191,2006.0
12316,12315,0,1191,2006.0
12316,12317,0,1191,2006.0
12317,12316,0,1191,2006.0
12317,12318,0,1191,2006.0
12318,12317,0,1191,2006.0
12318,12319,0,1191,2006.0
12319,12318,0,1191,2006.0
12319,12322,0,1191,2006.0
12322,12319,0,1191,2006.0
12322,12323,0,1191,2006.0
12323,12322,0,1191,2006.0
12323,12324,0,1191,2006.0
12324,12323,0,1191,2006.0
12324,12325,0,1191,2006.0
12325,12324,0,1191,2006.0
12325,12326,0,1191,2006.0
12326,12325,0,1191,2006.0
12326,12327,0,1191,2006.0
12327,12326,0,1191,2006.0
12327,12328,0,1191,2006.0
12328,12327,0,1191,2006.0
12328,12329,0,1191,2006.0
12329,12328,0,1191,2006.0
12329,12331,0,1191,2006.0
12331,12329,0,1191,2006.0
12331,12332,0,1191,2006.0
12332,12331,0,1191,2006.0
12332,12334,0,1191,2006.0
12334,12332,0,1191,2006.0
12334,12342,0,1191,2006.0
12342,12334,0,1191,2006.0
12342,12345,0,1191,2006.0
12345,12342,0,1191,2006.0
12345,12346,0,1191,2006.0
12346,12345,0,1191,2006.0
12346,12347,0,1191,2006.0
12347,12346,0,1191,2006.0
12319,12322,0,1192,2006.0
12322,12319,0,1192,2006.0
12322,12323,0,1192,2006.0
12323,12322,0,1192,2006.0
12323,12324,0,1192,2006.0
12324,12323,0,1192,2006.0
12324,12325,0,1192,2006.0
12325,12324,0,1192,2006.0
12325,12326,0,1192,2006.0
12326,12325,0,1192,2006.0
12326,12327,0,1192,2006.0
12327,12326,0,1192,2006.0
