source,target,mode,line_id,year
3212,3214,0,261,1975.0
3214,3212,0,261,1975.0
3214,3225,0,261,1975.0
3225,3214,0,261,1978.0
3225,3226,0,261,1978.0
3226,3225,0,261,1975.0
3226,3227,0,261,1975.0
3227,3226,0,261,1975.0
3227,3231,0,261,1975.0
3231,3227,0,261,1998.0
3231,3232,0,261,1998.0
3232,3231,0,261,1998.0
3232,3233,0,261,1998.0
3233,3232,0,261,1998.0
3233,3236,0,261,1998.0
3236,3233,0,261,1975.0
3236,3237,0,261,1975.0
3237,3236,0,261,1975.0
3237,3238,0,261,1975.0
3238,3237,0,261,1975.0
3238,3239,0,261,1975.0
3239,3238,0,261,1975.0
3239,3240,0,261,1975.0
3240,3239,0,261,1975.0
3240,3242,0,261,1975.0
3242,3240,0,261,1975.0
3242,3243,0,261,1975.0
3243,3242,0,261,1975.0
3243,3244,0,261,1975.0
3244,3243,0,261,1975.0
3244,3245,0,261,1975.0
3245,3244,0,261,1974.0
3245,3246,0,261,1974.0
3246,3245,0,261,1974.0
3246,3247,0,261,1974.0
3247,3246,0,261,1974.0
3247,3248,0,261,1974.0
3248,3247,0,261,1974.0
3248,3249,0,261,1974.0
3249,3248,0,261,1974.0
3249,3250,0,261,1974.0
3250,3249,0,261,1974.0
3250,3251,0,261,1974.0
3251,3250,0,261,1974.0
3203,3204,0,262,1998.0
3204,3203,0,262,1998.0
3204,3205,0,262,1998.0
3205,3204,0,262,1992.0
3205,3207,0,262,1992.0
3207,3205,0,262,2014.0
3207,3208,0,262,2014.0
3208,3207,0,262,1991.0
3208,3209,0,262,1991.0
3209,3208,0,262,1991.0
3209,3210,0,262,1991.0
3210,3209,0,262,1991.0
3210,3212,0,262,1991.0
3212,3210,0,262,1975.0
3212,3214,0,262,1975.0
3214,3212,0,262,1975.0
3214,3215,0,262,1975.0
3215,3214,0,262,2006.0
3215,3216,0,262,2006.0
3216,3215,0,262,2006.0
3216,3217,0,262,2006.0
3217,3216,0,262,2007.0
3217,3218,0,262,2007.0
3218,3217,0,262,2010.0
3218,3220,0,262,2010.0
3220,3218,0,262,2010.0
3220,42849,0,262,2010.0
42849,3220,0,262,9999.0
42849,42850,0,262,9999.0
42850,42849,0,262,9999.0
42850,42851,0,262,9999.0
42851,42850,0,262,9999.0
42851,42852,0,262,9999.0
42852,42851,0,262,9999.0
42852,42853,0,262,9999.0
42853,42852,0,262,9999.0
42853,42854,0,262,9999.0
42854,42853,0,262,9999.0
42854,42855,0,262,9999.0
42855,42854,0,262,9999.0
3225,3228,0,263,1978.0
3228,3225,0,263,1979.0
3228,3229,0,263,1979.0
3229,3228,0,263,1980.0
3229,3230,0,263,1980.0
3230,3229,0,263,1920.0
3230,3253,0,263,1920.0
3253,3230,0,263,1892.0
3253,3271,0,263,1892.0
3271,3253,0,263,1981.0
3271,3272,0,263,1981.0
3272,3271,0,263,1983.0
3272,3273,0,263,1983.0
3273,3272,0,263,1982.0
3273,3274,0,263,1982.0
3274,3273,0,263,1983.0
3274,3275,0,263,1983.0
3275,3274,0,263,1988.0
3275,3354,0,263,1988.0
3354,3275,0,263,1894.0
3354,3355,0,263,1894.0
3355,3354,0,263,1934.0
3355,3356,0,263,1934.0
3356,3355,0,263,1988.0
3356,3357,0,263,1988.0
3357,3356,0,263,1921.0
3357,3358,0,263,1921.0
3358,3357,0,263,1948.0
3358,3359,0,263,1948.0
3359,3358,0,263,1988.0
3359,3360,0,263,1988.0
3360,3359,0,263,1921.0
3360,3418,0,263,1921.0
3418,3360,0,263,1934.0
3215,3248,0,264,2006.0
3248,3215,0,264,1974.0
3248,3396,0,264,1974.0
3396,3248,0,264,2014.0
3396,3397,0,264,2014.0
3397,3396,0,264,2002.0
3397,3398,0,264,2002.0
3398,3397,0,264,2002.0
3398,3399,0,264,2002.0
3399,3398,0,264,2002.0
3399,3400,0,264,2002.0
3400,3399,0,264,2002.0
3400,3401,0,264,2002.0
3401,3400,0,264,2002.0
3401,3402,0,264,2002.0
3402,3401,0,264,2002.0
3402,6648,0,264,2002.0
6648,3402,0,264,2017.0
6648,6651,0,264,2017.0
6651,6648,0,264,2018.0
6651,6652,0,264,2018.0
6652,6651,0,264,2018.0
6652,6653,0,264,2018.0
6653,6652,0,264,2018.0
6653,6654,0,264,2018.0
6654,6653,0,264,2018.0
6654,6655,0,264,2018.0
6655,6654,0,264,2017.0
6655,6656,0,264,2017.0
6656,6655,0,264,2017.0
6656,6682,0,264,2017.0
6682,6656,0,264,999999.0
3206,3207,0,265,2014.0
3207,3206,0,265,2014.0
3207,3389,0,265,2014.0
3389,3207,0,265,1886.0
3389,6641,0,265,1886.0
6641,3389,0,265,2019.0
6641,6672,0,265,2019.0
6672,6641,0,265,2018.0
6672,6673,0,265,2018.0
6673,6672,0,265,2018.0
6673,6674,0,265,2018.0
